,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
1179,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.11325016857980837,3.3658425436497644e-05,4.999705557067159,10.018536968083776,1.1022320772403718,4.005809030073548,4.788748088025641,1.0052234315114115,14.87453037440035,-2.3613364524442773,-1.2083100579676582,1179,1179
1180,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.13343510101541492,0.00904768138008712,1.0081865046499223,1.9953743720498918,2.104391454575343,0.9076130931135338,1.0507565120086753,3.510192251187628,1.2092156659063957,-8.333735198910526,-42.66614853106667,1180,1179
1181,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.03203822853096337,0.0029672412654115445,4.997653162701602,10.011730450997629,3.0494674589005237,2.0219038565274174,4.179037390213498,8.916022847513545,3.6092462140745645,-16.220720238275756,-18.281697873253506,1181,1181
1182,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.09234006338872215,0.013426133118021521,0.9979828711866534,1.9981808460070294,1.1471481268134736,2.9343014880568368,0.7197252251183042,1.2263826997775134,9.229064311240203,-13.962879297352952,-8.98239345102764,1182,1181
1183,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.006812466690485854,0.001212979552605284,5.010990760264197,10.000066264465342,2.1890468187106347,4.155761296847759,3.6515188374824907,3.6962222220015817,15.759812149245713,-5.4093871268645906,-17.29789944533012,1183,1183
1184,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.17043235300582027,0.004145215071739687,0.9828175787675691,1.9990722535355694,3.126366551110605,0.9502086467035339,1.6240921049311685,8.891943716674891,1.1914911338376644,-15.181918222441482,0.7437681002384657,1184,1183
1185,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.0013192891301537525,0.0063468508361004235,4.99819268045544,10.003272508021364,0.9483165554935258,2.088062912295954,4.099146875017457,0.8207280559778026,3.81918854651286,-10.53754874432014,-27.944841540793227,1185,1185
1186,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.1123187239215099,0.007143005182257362,0.9988637422729991,1.9957335353809829,1.992534142556504,2.965091089672341,0.8797840882448881,3.84366507104915,9.219944124221723,-0.30373558026048997,-30.00095995955816,1186,1186
1187,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.027001306571725676,0.0067288363472728305,4.991448705035548,10.011255316625906,3.0266474417001965,3.9304757277971376,3.95102725473205,9.866826045022844,16.672105378490645,-9.967653394719061,-10.435357008281123,1187,1186
1188,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.08754814369389098,0.0030005478070169915,0.9839881377537458,1.9968725786877235,0.8745186975878594,0.8820143387548194,0.7758925704022744,0.7854862815919584,0.8379664903553015,11.876136403768804,-8.095717423939472,1188,1188
1189,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.07167810587748649,0.00040895542010554087,4.999107141890414,10.000337521470614,1.850897356984996,1.9741442413585815,4.517220489996753,3.906185656034765,3.9265867359152686,-9.686599461452133,-10.867722800590718,1189,1189
1190,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.27541763407566067,0.004653228489656755,0.9954191938125055,1.998722385547037,2.9675100749809027,3.0120362491810067,0.8361887387039375,9.661972381641046,8.205515900491273,-22.695163539036233,-16.075019184754723,1190,1190
1191,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.1311681139983849,0.003372587520044392,4.998768636848408,9.99878569206797,0.9111927225939279,4.055121695012665,3.8668383721834525,0.9844056958974672,16.482054609487133,3.4077987285108353,-21.42490748373278,1191,1190
1192,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.09299520553086378,0.005718142104693696,1.0114630994522056,2.0353283500603467,2.006974553199275,1.0552637569073164,1.1494068495944365,3.759421118042216,1.2454465213099386,-9.882948451652378,15.261026822903418,1192,1192
1193,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.19884890969508695,0.0034784224214472153,4.982236905072862,10.00860175992692,3.1032658524795673,2.095838197694851,4.749345337637847,9.755341550286904,4.046475096790816,-23.762390483042346,-35.4042584853094,1193,1193
1194,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.0809793043532259,0.028435882181550083,1.0010538381743586,1.9870322875344975,1.1311802421720676,2.998120380274286,1.029754952853619,1.0052767280781212,8.396994292123665,-15.49419830717957,-5.0379647781102825,1194,1194
1195,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.014753211352308152,0.04551954765546549,4.990241591136751,10.005246237742393,1.8094328627021057,3.932416025725062,4.517148275523078,4.223680447826533,17.64799965530378,-22.25960518814641,-27.03818455049485,1195,1194
1196,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.19335236463766114,0.00042756798418863256,0.9991550914739071,2.0111941722861055,3.0761768080576295,1.0386650149362033,0.9455382853145201,8.74068923043559,0.8348872434349128,-1.801871190659849,-33.22790784398809,1196,1196
1197,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.10206581420475254,0.0001326408924355693,4.996417664384746,10.01034511079681,0.8372167918069459,1.986772517094964,3.4615682048177248,1.150940522123341,4.784729932745459,-1.8704672516279999,-26.149588059319992,1197,1196
1198,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.032200416778920174,0.002008100164064673,0.9979463874270438,2.0063138049771965,2.111515871758242,2.9602712429908404,0.8522520945806453,3.9466702247536865,7.8451694534561165,-24.273002244473894,-0.032400809519618434,1198,1197
1199,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.14060883342453626,0.02806321582865283,4.989259231385602,9.97419162059647,2.672098920159195,4.003679348476255,4.475350869561527,8.039065492945522,15.98952339385405,-13.316091133867866,-30.99020036147871,1199,1198
1200,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.1616688655046072,0.025922583243077422,0.9836826168882632,1.9969164422218149,0.7911669561167964,1.0503281237360098,1.2205779674632344,0.854915676435575,1.0508163428969939,-10.836082977475138,-24.04699829295587,1200,1200
1201,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.01592713979983839,0.02659823771878496,5.001724599587057,10.004630461060243,1.8410789297389014,1.7796970456454386,4.284783531331969,4.176324477014064,4.9686787566915935,-11.023929193987449,4.740064020931666,1201,1201
1202,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.03077240062197119,2.5935224977602948e-05,1.0128189382220134,2.008248283577014,2.862616938001484,3.162724193798211,1.1158213331535032,8.638702391138212,8.633197072341694,9.160276946184737,-55.90468470529104,1202,1202
1203,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.06659127935525633,0.0002784469667102446,4.990516534997792,9.997957888550943,0.8213434229159082,4.1246775547279775,4.176798241950973,0.8504287184923893,15.03990411166094,-20.24194988541243,2.5481570668043787,1203,1203
1204,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.038756168681562946,0.00039124735903187205,1.011799615599493,2.014748869460901,1.8803958153366356,1.003848607618624,0.7814847594013762,4.1980428270527135,1.047239024137978,-16.20286747618981,-11.690284103938605,1204,1204
1205,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.031692306970669916,8.075959831621797e-05,5.016590752219164,9.982782288937626,2.766364330218627,2.150036109814963,3.758649305088716,8.874529886774859,2.9989800550674173,-26.388100491793004,-35.745422778767264,1205,1205
1206,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.039838478140081256,0.005379950850766531,0.995930500012437,1.9907451059705177,1.0098817519605214,3.1019403220977337,1.314894974334172,0.8898937409950333,8.610929680299936,-20.668480273243162,-21.033091174493233,1206,1206
1207,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.013661435792065385,0.029290751528987517,4.982522299951639,10.002122382189416,1.9815544097573408,4.09432149670753,3.6629202889727694,4.714872429891623,16.311240535441254,-9.107350079998191,4.345212545803104,1207,1207
1208,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.07073873968156977,0.007073726954805983,0.9871013908786297,1.9842637896479474,2.930660890405093,1.0654281980444942,0.6898012993944508,8.873442956191054,1.028039957742466,-28.490341005787556,13.329944050624732,1208,1207
1209,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.12163606287349976,0.01057815452151841,4.992280823569486,10.001459204739318,0.8250887347593399,1.8395289584484886,4.289395645074313,0.7517755005988226,3.56541980648387,-9.76139669726176,-35.94155026167001,1209,1208
1210,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.15160309398653407,0.030422841633212502,0.9973925592813816,1.999897321742649,2.0543157047213456,2.882538410262145,1.159428119201792,3.9741606980898925,9.224073363260183,-10.762054780505814,-15.344427258293063,1210,1209
1211,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.01607693593556437,2.742992044936027e-07,5.004051731260563,9.997653996365573,3.1722358409616502,4.225416249888756,3.712527886816248,8.491689084590975,15.040649895274035,-18.416617961317158,-23.223382097235216,1211,1211
1212,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0242602618658622,3.276400645516639e-05,0.9811568679915629,1.989118590216136,0.9266163338484849,0.8688530920737366,0.6437859675228528,0.9781778859977541,0.8832964255872511,-6.837895605050318,-22.058665840770544,1212,1211
1213,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.007507146081341454,0.022350293987282735,5.023851005275122,10.008638716634145,2.1968005026306665,2.048282331548837,3.9695541148916758,3.9159878658840044,4.139545810820359,-0.33805503035089757,-41.76439095966302,1213,1213
1214,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.15595743090482495,0.0014174959714136788,1.0020184771315601,2.0129172565572864,2.9736106573358794,2.8971926530796006,1.0529777264707982,8.734288323977852,9.082225392328958,-16.510636210321884,-11.551952893810691,1214,1213
1215,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.13796338419487292,0.022743228978596267,5.009019657747192,10.01417414334902,0.8047645250496547,3.8798715772900407,3.759751563093086,0.628403650660349,16.01285032602561,-6.817349801632316,0.28223231383269365,1215,1215
1216,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.007304945697210294,0.01624250571723933,1.0126228453904778,1.9997542039016973,1.8731166788923461,1.0134841462506605,0.7094601215080713,4.015251220369236,0.8083054427804109,-17.223770030985023,-12.922014428786126,1216,1216
1217,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.1299796522627065,9.615339250599429e-05,5.018463925699579,10.015207398884893,3.006981660458365,1.9144192910540145,4.012720275592779,8.765794032603583,4.549088203195018,-6.922570547559204,-4.664435990067261,1217,1216
1218,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.16434476065788137,0.00322836220395299,1.0120471895693706,2.009628150291748,0.9255328944433846,2.9539899559625655,0.9872994124593032,1.4795612739440036,9.571912573951638,-18.070636732528065,-34.921396626169795,1218,1218
1219,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.0010272210145055181,0.0014293144331735217,5.002804353223392,10.000645836998316,1.9934157676737578,4.084104281329791,3.727435477197832,3.8261437278772736,16.194130929687216,-20.39751123189135,-39.07206574092186,1219,1219
1220,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.10116972877951594,0.00026157879958863624,1.0169767876211124,2.00962041866244,3.0653151184605267,1.0127038765593719,1.1799722214076362,8.677138600474006,1.1882292072560234,-8.374024989832632,-3.3813614172402353,1220,1219
1221,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.053502103409406136,0.023539561372314725,4.991351994560403,9.999692317178626,0.9936458141843347,2.0148890495007286,4.429371051605414,0.9111360111851823,4.686007698787408,-23.1472695341845,15.06018372562599,1221,1220
1222,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.05124231890097846,0.021335700207787262,1.0018752136138662,1.9887834203778931,2.0048651378816733,2.79366863387905,0.6002105783410787,3.6024648436174,7.6753584272296855,-27.569830370798275,-25.58706275492047,1222,1222
1223,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.15638988411670873,0.00043116361974779115,5.00437014167245,9.997461698672591,2.8196273577288853,3.8858088341050694,3.9686255296888753,9.60836038677802,14.822584171411396,-24.409982796892038,-36.668105802928324,1223,1223
1224,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.06037170164666279,0.005506448477416482,0.9822111231195247,2.00053743979004,1.10857105293276,1.0687318070224827,1.0206508309115083,0.562455283627156,1.1983234956736957,-20.684822234482283,-1.654455544250954,1224,1224
1225,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.0344696012700844,0.05381828895302653,4.989520923671289,10.008197221190414,1.8868455032994194,2.1240829176712266,4.519222241242184,3.92031124674258,3.7942819293438093,-6.191771708274291,-41.77701807742492,1225,1225
1226,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.010953810086445168,0.00010393409779223239,0.9850405627950651,1.991166531157099,3.0492854011189543,3.093172530046334,0.9144616936395493,9.347240014884173,9.36083568243018,-9.256136549172673,-5.630458009199993,1226,1226
1227,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.0014510936847317813,0.03663357096862952,5.000062789135796,10.013079730128181,1.2537527719797659,3.834713408690416,3.4760895926778868,1.0634641970743723,16.199902906857908,-4.491242725271799,10.53116875705372,1227,1226
1228,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.05183025454311124,2.3286928365235194e-06,1.0102725178500398,1.996112181612601,2.122891881102958,1.060809386307522,1.2391971808341624,4.216163938396907,1.169214924879931,-11.50973584025926,-8.402612822078925,1228,1228
1229,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.10937318745428666,0.0012490453008250483,4.994053161747336,10.013783495864892,2.8535037651089334,2.0043388743215527,3.826799374351979,8.203765480425327,4.340667269938371,11.324615390450667,-34.37158352855578,1229,1229
1230,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.1784520726041391,0.004844653547310492,0.9993394536975122,2.0131660368679816,0.8397016840233664,3.0336793984347534,1.0578423749100665,0.8552792263584544,8.673872388811489,5.0483259618657605,-38.030251014906234,1230,1229
1231,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.18899848810352515,0.0006351333588469843,5.004505602073165,9.992471248906506,2.087236926510121,3.980857822841409,3.816796822959273,4.410330726619756,16.788122075610907,-14.936981881691128,-21.67310059983519,1231,1231
1232,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.05223267289107752,8.513123682597876e-05,0.9878934928672475,2.002726943267184,2.936454963189231,1.1837285729897233,0.5472424706586492,8.57769025767463,0.9362753037870207,-15.895839249402677,-45.96480112216441,1232,1232
1233,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.04061589734963928,0.0015046419849161908,5.002632472458133,10.003228665420767,1.0507322792795746,1.8810746531070213,4.300826354382594,1.0302433421380988,4.52643430112903,-13.589916907090451,-19.48354526908819,1233,1232
1234,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.054321939218609595,0.033437969336904634,0.9806089711743188,1.9960263563083362,1.9539826324085219,3.0826511685165174,0.8035849484538218,3.460811596573011,9.208307752081268,-8.324000522760036,7.675226796048641,1234,1233
1235,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.10229806815396972,0.003382573258359058,5.005671671173976,10.026379937762375,3.0230567473705117,4.154882295382878,4.544460758503174,8.650073398138275,15.351734595809718,1.0345272974710813,-34.34298324886243,1235,1234
1236,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.02900282552003139,8.290646986735795e-05,1.0133624569975508,1.997446348646943,1.001178863998947,0.9804307865722951,0.9613813191754758,0.9845217343643399,0.7443807629092628,3.01868797379905,-22.1445844266591,1236,1235
1237,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.05046665291158493,0.0022467054796290365,4.991087062165268,9.992098685771829,2.1475597203075374,1.9733230732944274,5.271810367507228,3.9859187517286343,3.6876441509395153,-17.224579468604627,-26.996881269392716,1237,1236
1238,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.0039221117696263364,0.01636955710018522,0.9953157161453171,1.9895372726454046,2.854315296419455,3.1263930041017187,0.8430568684996996,8.736211938591218,8.62776757285249,-19.028687677175007,-16.62928036220132,1238,1237
1239,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.11365525740285015,7.635518805385136e-05,4.990498695975677,9.991444108465597,1.0295429009533659,3.9636199103362353,4.094316017249604,1.4811308004807693,15.4170455153226,-3.225448758236274,-14.26469717916314,1239,1239
1240,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.10968310060650979,0.006770669071776121,1.0010844037732327,1.9796363860074202,2.059043506988639,0.9594902992498529,0.7341296153883476,3.4449519266116955,1.0348198062565315,-16.535451857803835,-27.997372441969567,1240,1240
1241,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.08651089542261485,0.0005760610132798157,4.9986311492541144,10.009879373081535,3.1236214431945193,1.9822670477946902,4.609100374818295,9.222691334787868,3.267434913944092,-8.195014433034633,-53.36282332478712,1241,1240
1242,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.047766283721454444,0.02419294564365198,0.9926759331273105,1.9927662731480869,0.6578868645004956,2.968724720913468,1.1833567067923674,0.7714418614983644,7.550685170474379,-4.979390855724684,-20.309177229269434,1242,1242
1243,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.062284976141299145,0.050031446450354365,4.993738498244844,9.999568771083885,2.0326962074975303,3.840325502185242,3.781596796846915,4.090012039638553,15.577991327496456,-2.833774319199387,-4.643654628031209,1243,1242
1244,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.04081311631875551,0.03376685125920712,0.9964712101064965,1.9900896911011539,2.966806940961517,1.0413282128185337,1.1563347611389463,8.887863261831013,0.8898459764974485,4.6419600069405735,-5.58154387546098,1244,1244
1245,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.009004034345452503,0.0040080029500693575,4.994340341065063,10.002522626986204,0.8935840076809046,1.838652203278141,4.3272804090211645,0.9763144232078614,3.809572560830791,-6.428537929304738,-9.127336915470678,1245,1245
1246,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.11067094617832457,0.010948129909506468,1.0065051711679707,1.9717609931826985,1.959544869780937,3.051401150488878,1.3618731143474554,4.059177871674382,8.490117538306567,-6.087310194327614,-29.425098831281623,1246,1246
1247,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.009511403696271764,0.018407345607088062,4.999706557469862,10.010369139081934,2.855835709104195,4.180087904758942,4.8488746492327675,9.84124996058818,17.081817151725623,-13.03097426635643,-24.737949773684775,1247,1247
1248,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.23515541849328794,0.0017335638251147743,0.9880378592565562,1.9952934203243962,0.955904489763984,0.9926961069031118,0.9656383409973318,0.8981126417124145,1.1618315924321747,-11.33340444832634,-14.616874960293845,1248,1248
1249,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,-0.007649486356931779,0.0007999048801045723,4.9961822762292085,10.014377447383195,2.064009197221318,1.9392058059996489,3.808229711123074,4.355447508126574,3.815909041010828,5.671739372539218,-19.918424811448297,1249,1249
1250,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.06705923771959098,0.0011124763872569692,0.9981750096746973,1.9771054443321654,3.2061293195488774,2.9238841028941867,1.0568443312917135,8.692267248794675,9.317405257592796,-6.399310098932695,-25.596833745299236,1250,1250
1251,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.009210289457473623,0.005924461865179378,5.008225106214538,10.015352925438295,1.0103289531916244,3.770769942016393,3.3857857138332177,1.1107147489448863,14.87117231028249,-24.04958333526345,-66.8640758409862,1251,1251
1252,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.03829906999203938,0.025590962324327626,0.9916195627998757,1.97786815880388,1.7960392359951947,0.9662108478244018,1.4180804716305206,3.6458091925860505,1.0991484616867448,-13.896689079871459,-8.870233542593084,1252,1251
1253,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.03977925062731447,0.03421656193812652,5.002597091937585,9.997951479055441,2.940917665799766,2.0865626056746125,4.194100255096828,9.996879697695428,3.8621490381980665,-0.5349987786109072,0.510479883869138,1253,1253
1254,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.1262143136444538,0.0010752049091863275,0.9949601635134703,2.0022375477266108,1.0807069478127913,2.921968048412416,1.1031748958672247,0.9793730208103895,9.473337374592404,-4.859615822019167,-36.55942594893696,1254,1254
1255,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.008934799819940572,0.00677644142557608,5.000606974734864,9.993694078449064,2.128322636739369,3.933025293656946,4.117041814198607,3.333694788173809,14.546977948963265,-10.02775407253196,-25.966772130172366,1255,1254
1256,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.18042080592218318,0.00027263277973532077,0.9859334719336157,2.00232736760782,2.8236639899019287,1.0568584448660077,1.3155701318606718,9.338226770040201,0.8764533262168128,-8.100267993399218,7.684142024036017,1256,1256
1257,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.02361855342137912,0.02291086039122299,5.007751856680699,10.003046031429548,1.187163642248499,1.9825322007479593,3.2853456455952177,1.1233898239066453,4.022873477564233,-10.823375329409465,-10.71384206417769,1257,1257
1258,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.04350541213598877,0.013017260867623162,0.9953130801793442,2.0026696497545395,2.0376524581646414,2.9016466250649273,0.8662972977706587,3.9182517255029508,8.655425899830288,-19.960213820925915,-10.30823033648952,1258,1257
1259,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,H,L,S,H,L,S,0.002568219681926142,0.008092984212568405,4.994210808967441,9.99084353853128,2.9554891704185553,3.977798296499167,3.640856201744116,8.702711489127527,16.66413799394661,-20.65919982911261,-5.281323875931644,1259,1258
1260,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.17136221471902888,0.0034265535853550758,1.020062562852431,2.011215229338994,1.0159083529486317,1.0006693890705662,1.247049843677298,0.9766973516904384,0.9435498224290971,-15.569886032665758,-26.054887196434482,1260,1260
1261,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.11788023097146033,0.011327803701060509,5.013546545708385,9.996317738066502,2.0877889212969714,2.028840883768227,4.205386598244864,4.1186513816664805,4.654526794973353,3.000103448606353,-35.88064707104642,1261,1261
1262,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.09205005751108064,0.0031650996593923946,1.0184494525804164,2.0083932215238223,2.9052283715973224,2.9392151463577236,1.1394719933734816,8.83741542759282,8.028002562689986,-16.225788449889148,-39.39672302770529,1262,1261
1263,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.09014198248528224,0.007394865665718383,5.001974776598754,10.007070542925321,1.0801092475530407,4.006895505647595,4.0320296207922555,0.8203248279329188,15.649283838444026,-22.451513373784117,-16.852972582761105,1263,1262
1264,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,H,L,S,H,L,S,-0.054005552503687715,4.526154934294425e-06,1.0066251989159158,2.01152121486851,1.8854406375473725,1.148857455028793,1.1551239347898707,3.6761327408531432,1.0161124799970218,-1.206171581577605,-55.01223667965355,1264,1264
1265,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.19452654167976513,0.0012375946852768247,5.001211583486422,10.007225828255859,2.933957654138575,1.981586289613046,4.068268094594202,9.4115314861926,4.2222038433177485,-8.397403180628492,-21.948309317938026,1265,1264
1266,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,H,L,S,H,L,S,-0.019724401920332035,0.01610097869637305,0.9896246417172082,2.0080183682450303,0.9247752214661099,3.055559510532594,0.6560083394024318,0.7334084425957789,8.814761205864976,-7.3838497796017215,-8.290312736898464,1266,1266
1267,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,H,L,S,H,L,S,-0.05477647551165116,0.005945268054936447,4.997334267340769,9.98607969514418,1.9261943172266343,4.042234096077093,4.283243640974238,4.3783102578609325,14.917816824582191,-23.860871634758762,15.9483961229503,1267,1267
1268,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,H,L,S,H,L,S,0.0038505110644936253,0.00021188385161095724,0.994660971174064,1.9884107632131942,2.9856965670643083,0.7841290279895371,0.9807832645651415,8.432071715255422,0.8696525945130408,-17.816177978894082,-16.606223900458392,1268,1268
1269,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,H,L,S,H,L,S,0.07637258068069724,0.011302911690176665,5.017779184726408,9.999042138861412,1.0774008109618889,2.0112495612729178,3.849421215241266,1.065252270686125,4.577229769126199,6.978673133339491,-9.522753938265469,1269,1268
1270,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,H,L,S,H,L,S,0.1265607300358341,0.001018481326712863,1.007058274913981,1.994801173260868,2.092113848834961,3.1788057765244773,0.9851152922676966,3.8344832223216967,8.833954622093128,-21.008406143773914,-34.521529434771125,1270,1269
